$GPGGA,090000.00,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090000.10,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090000.20,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090000.30,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090000.40,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090000.50,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090000.60,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090000.70,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090000.80,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090000.90,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090001.00,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090001.10,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090001.20,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.30,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090001.40,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090001.50,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090001.60,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090001.70,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090001.80,2726.65073023,S,15304.47898376,E,1,05,2.87,160.00,M,-21.3213,M,,*6F
